timestamp,event,setup_id,ticket,ea_version,symbol,timeframe,direction,lot,entry_price,close_price,profit,exit_reason,mindset
2025.11.19 09:45:09,OPEN,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3010,fix4,XAUUSDg,PERIOD_M5,BUY,0.17,4099.11,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:46:20,CLOSE,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3011,fix4,XAUUSDg,PERIOD_M5,SELL,0.17,0.00,4101.26,36.38,EA_CLOSE,
2025.11.19 09:46:20,OPEN,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3012,fix4,XAUUSDg,PERIOD_M5,BUY,0.17,4101.98,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:46:48,CLOSE,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3013,fix4,XAUUSDg,PERIOD_M5,SELL,0.17,0.00,4103.16,20.06,EA_CLOSE,
2025.11.19 09:46:49,OPEN,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3014,fix4,XAUUSDg,PERIOD_M5,BUY,0.17,4104.01,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:48:27,CLOSE,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3015,fix4,XAUUSDg,PERIOD_M5,SELL,0.17,0.00,4105.27,21.59,EA_CLOSE,
2025.11.19 09:48:28,OPEN,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3016,fix4,XAUUSDg,PERIOD_M5,BUY,0.17,4105.89,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:53:30,CLOSE,XAUUSDg_PERIOD_M5_20251119_0945_BUY_888999,3017,fix4,XAUUSDg,PERIOD_M5,SELL,0.17,0.00,4106.90,17.17,EA_CLOSE,
2025.11.19 09:53:31,OPEN,XAUUSDg_PERIOD_M5_20251119_0950_BUY_888999,3018,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4107.56,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:56:04,CLOSE,XAUUSDg_PERIOD_M5_20251119_0950_BUY_888999,3019,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4109.06,27.00,EA_CLOSE,
2025.11.19 09:56:04,OPEN,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3020,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4109.85,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:57:31,CLOSE,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3021,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4112.49,47.70,EA_CLOSE,
2025.11.19 09:57:32,OPEN,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3022,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4112.91,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:57:54,CLOSE,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3023,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4113.86,17.10,EA_CLOSE,
2025.11.19 09:57:55,OPEN,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3024,fix4,XAUUSDg,PERIOD_M5,BUY,0.18,4114.41,0.00,0.00,,READY_TO_BREAKOUT
2025.11.19 09:58:06,CLOSE,XAUUSDg_PERIOD_M5_20251119_0955_BUY_888999,3025,fix4,XAUUSDg,PERIOD_M5,SELL,0.18,0.00,4115.61,21.60,EA_CLOSE,
