timestamp,setup_id,ea_version,symbol,timeframe,direction,bid,ask,spread_points,bar_time,breakout_level,lookback_bars,mindset,filter_decision,filter_reason,did_enter
2025.02.04 14:40:40,XAUUSDg_PERIOD_M5_20250204_1440_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2840.53,2840.99,41,2025.02.04 14:40,2840.49,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.04 15:01:33,XAUUSDg_PERIOD_M5_20250204_1500_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2842.03,2843.24,105,2025.02.04 15:00,2841.14,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.04 15:34:17,XAUUSDg_PERIOD_M5_20250204_1530_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2844.70,2845.22,52,2025.02.04 15:30,2844.11,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 01:36:01,XAUUSDg_PERIOD_M5_20250205_0135_SELL_888999,fix4,XAUUSDg,PERIOD_M5,SELL,2840.13,2840.68,53,2025.02.05 01:35,2840.15,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 08:02:52,XAUUSDg_PERIOD_M5_20250205_0800_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2864.22,2864.70,51,2025.02.05 08:00,2864.07,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 08:26:55,XAUUSDg_PERIOD_M5_20250205_0825_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2865.95,2866.41,42,2025.02.05 08:25,2866.18,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 08:42:48,XAUUSDg_PERIOD_M5_20250205_0840_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2867.80,2868.20,44,2025.02.05 08:40,2866.45,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 09:25:37,XAUUSDg_PERIOD_M5_20250205_0925_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2869.99,2870.45,44,2025.02.05 09:25,2870.41,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 09:43:37,XAUUSDg_PERIOD_M5_20250205_0940_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2871.66,2872.20,56,2025.02.05 09:40,2870.41,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 10:32:03,XAUUSDg_PERIOD_M5_20250205_1030_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2873.41,2873.93,52,2025.02.05 10:30,2872.09,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 10:34:38,XAUUSDg_PERIOD_M5_20250205_1030_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2875.63,2875.95,32,2025.02.05 10:30,2872.09,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 15:40:44,XAUUSDg_PERIOD_M5_20250205_1540_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2877.05,2877.51,51,2025.02.05 15:40,2877.41,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 15:46:14,XAUUSDg_PERIOD_M5_20250205_1545_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2878.47,2878.86,43,2025.02.05 15:45,2877.72,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.05 15:51:21,XAUUSDg_PERIOD_M5_20250205_1550_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2880.74,2881.24,52,2025.02.05 15:50,2880.01,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 01:09:33,XAUUSDg_PERIOD_M5_20250211_0105_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2924.30,2925.01,56,2025.02.11 01:05,2924.85,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 01:11:26,XAUUSDg_PERIOD_M5_20250211_0110_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2926.51,2927.16,73,2025.02.11 01:10,2924.85,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 01:12:01,XAUUSDg_PERIOD_M5_20250211_0110_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2929.39,2930.04,82,2025.02.11 01:10,2924.85,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 01:15:17,XAUUSDg_PERIOD_M5_20250211_0115_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2931.49,2932.15,66,2025.02.11 01:15,2931.18,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 01:52:44,XAUUSDg_PERIOD_M5_20250211_0150_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2933.32,2933.85,59,2025.02.11 01:50,2932.18,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 01:53:17,XAUUSDg_PERIOD_M5_20250211_0150_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2935.64,2936.13,44,2025.02.11 01:50,2932.18,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 02:02:54,XAUUSDg_PERIOD_M5_20250211_0200_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2937.26,2937.80,56,2025.02.11 02:00,2936.03,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 02:12:56,XAUUSDg_PERIOD_M5_20250211_0210_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2939.18,2939.78,58,2025.02.11 02:10,2938.45,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.11 02:13:39,XAUUSDg_PERIOD_M5_20250211_0210_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2942.09,2942.61,50,2025.02.11 02:10,2938.45,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 12:46:02,XAUUSDg_PERIOD_M5_20250218_1245_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2917.86,2918.38,62,2025.02.18 12:45,2916.59,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 13:43:49,XAUUSDg_PERIOD_M5_20250218_1340_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2919.78,2920.26,46,2025.02.18 13:40,2918.95,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 14:11:05,XAUUSDg_PERIOD_M5_20250218_1410_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2921.39,2921.80,43,2025.02.18 14:10,2921.14,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 14:30:03,XAUUSDg_PERIOD_M5_20250218_1430_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2922.91,2923.47,56,2025.02.18 14:30,2923.20,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 14:47:42,XAUUSDg_PERIOD_M5_20250218_1445_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2924.99,2925.51,50,2025.02.18 14:45,2924.78,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 14:52:26,XAUUSDg_PERIOD_M5_20250218_1450_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2926.49,2927.01,51,2025.02.18 14:50,2925.53,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 15:14:40,XAUUSDg_PERIOD_M5_20250218_1510_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2929.11,2929.64,47,2025.02.18 15:10,2928.49,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 16:42:39,XAUUSDg_PERIOD_M5_20250218_1640_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2931.26,2931.86,60,2025.02.18 16:40,2930.30,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
2025.02.18 16:52:14,XAUUSDg_PERIOD_M5_20250218_1650_BUY_888999,fix4,XAUUSDg,PERIOD_M5,BUY,2933.31,2933.95,61,2025.02.18 16:50,2932.32,48,READY_TO_BREAKOUT,ALLOWED,breakout_market,1
