date,time,cycle,session,regime,dir,rsi,beta1,sc100,sl,tp,risk,pnl,result,cycle_eq,month
2019-03-19,07:00,31,Asian,REVERTING,SHORT,66.1,7.4,0.495,0.66,5.27,500.0,-500.0,LOSS,46500.0,2019-03
2019-03-20,14:30,31,London,REVERTING,SHORT,66.3,19.74,0.515,1.61,12.86,500.0,-500.0,LOSS,46000.0,2019-03
2019-03-25,07:00,32,Asian,REVERTING,SHORT,65.1,3.48,0.556,0.62,4.92,500.0,-500.0,LOSS,49500.0,2019-03
2019-03-28,07:30,32,Asian,REVERTING,LONG,25.9,-3.37,0.515,0.98,7.81,500.0,-500.0,LOSS,49000.0,2019-03
2019-03-28,14:30,32,London,REVERTING,LONG,25.7,-15.09,0.515,1.26,10.07,500.0,-500.0,LOSS,48500.0,2019-03
2019-04-08,07:30,32,Asian,REVERTING,SHORT,68.1,1.83,0.495,0.45,3.59,500.0,-500.0,LOSS,48000.0,2019-04
2019-04-11,07:00,32,Asian,REVERTING,LONG,33.4,-13.71,0.556,0.65,5.22,500.0,-500.0,LOSS,47500.0,2019-04
2019-04-11,14:30,32,London,REVERTING,LONG,25.9,-12.44,0.515,1.21,9.65,500.0,-500.0,LOSS,47000.0,2019-04
2019-04-30,07:00,32,Asian,REVERTING,SHORT,66.9,10.08,0.404,0.52,4.19,500.0,4000.0,WIN,51000.0,2019-04
2019-05-13,14:00,32,London,REVERTING,SHORT,70.3,18.93,0.576,1.42,11.35,500.0,-500.0,LOSS,50500.0,2019-05
2019-05-16,14:00,32,London,REVERTING,LONG,28.3,-9.72,0.465,1.05,8.4,500.0,-500.0,LOSS,50000.0,2019-05
2019-05-17,14:30,32,London,REVERTING,LONG,28.9,-11.76,0.475,0.98,7.88,500.0,-500.0,LOSS,49500.0,2019-05
2019-05-21,07:30,32,Asian,REVERTING,LONG,30.6,-10.48,0.475,0.6,4.8,500.0,4000.0,WIN,53500.0,2019-05
2019-05-23,07:30,32,Asian,REVERTING,SHORT,66.3,3.56,0.475,0.61,4.86,500.0,-500.0,LOSS,53000.0,2019-05
2019-05-23,14:30,32,London,REVERTING,SHORT,68.1,10.37,0.485,1.2,9.61,500.0,-500.0,LOSS,52500.0,2019-05
2019-05-30,14:00,32,London,REVERTING,SHORT,71.9,17.61,0.606,0.99,7.93,500.0,-500.0,LOSS,52000.0,2019-05
2019-05-31,14:00,32,London,REVERTING,SHORT,71.3,5.19,0.535,1.28,10.26,500.0,-500.0,LOSS,51500.0,2019-05
2019-06-03,07:30,32,Asian,REVERTING,SHORT,68.9,1.83,0.505,0.86,6.85,500.0,-500.0,LOSS,51000.0,2019-06
2019-06-03,14:30,32,London,REVERTING,SHORT,72.4,8.0,0.525,1.27,10.18,500.0,-500.0,LOSS,50500.0,2019-06
2019-06-10,07:30,32,Asian,REVERTING,LONG,34.8,-19.18,0.515,0.73,5.81,500.0,-500.0,LOSS,50000.0,2019-06
2019-06-11,07:30,32,Asian,REVERTING,LONG,27.3,-10.03,0.535,0.78,6.23,500.0,4000.0,WIN,54000.0,2019-06
2019-06-13,14:00,32,London,REVERTING,SHORT,67.5,11.67,0.505,0.98,7.84,500.0,-500.0,LOSS,53500.0,2019-06
2019-06-14,07:00,32,Asian,REVERTING,SHORT,65.4,3.12,0.535,1.17,9.36,500.0,4000.0,WIN,57500.0,2019-06
2019-06-18,07:00,33,Asian,REVERTING,SHORT,69.3,3.19,0.485,1.09,8.7,500.0,-500.0,LOSS,49500.0,2019-06
2019-06-19,14:00,33,London,REVERTING,SHORT,67.2,17.29,0.515,1.27,10.16,500.0,-500.0,LOSS,49000.0,2019-06
2019-06-19,20:30,33,NY_Open,REVERTING,SHORT,81.8,39.18,0.525,2.2,17.62,500.0,-500.0,LOSS,48500.0,2019-06
2019-06-24,14:30,33,London,REVERTING,SHORT,69.1,3.09,0.545,1.57,12.57,500.0,-500.0,LOSS,48000.0,2019-06
2019-07-02,14:00,33,London,REVERTING,SHORT,75.3,27.17,0.485,1.72,13.72,500.0,-500.0,LOSS,47500.0,2019-07
2019-07-10,14:00,33,London,REVERTING,SHORT,71.4,26.58,0.535,2.43,19.45,500.0,-500.0,LOSS,47000.0,2019-07
2019-07-12,14:30,33,London,REVERTING,SHORT,65.1,19.8,0.444,1.44,11.56,500.0,4000.0,WIN,51000.0,2019-07
2019-07-17,14:00,33,London,REVERTING,SHORT,70.5,23.83,0.515,1.76,14.09,500.0,-500.0,LOSS,50500.0,2019-07
2019-07-18,14:00,33,London,REVERTING,SHORT,69.5,15.32,0.535,1.87,14.99,500.0,-500.0,LOSS,50000.0,2019-07
2019-07-18,20:30,33,NY_Open,REVERTING,SHORT,65.6,22.44,0.515,2.35,18.83,500.0,4000.0,WIN,54000.0,2019-07
2019-07-25,07:30,33,Asian,REVERTING,SHORT,70.2,14.71,0.455,0.92,7.37,500.0,4000.0,WIN,58000.0,2019-07
2019-07-30,14:30,34,London,REVERTING,SHORT,65.4,0.12,0.535,1.13,9.06,500.0,4000.0,WIN,54000.0,2019-07
2019-07-31,14:30,34,London,REVERTING,LONG,29.0,-20.28,0.515,2.41,19.29,500.0,-500.0,LOSS,53500.0,2019-07
2019-08-01,14:00,34,London,REVERTING,SHORT,76.4,64.68,0.515,2.89,23.15,500.0,-500.0,LOSS,53000.0,2019-08
2019-08-05,07:00,34,Asian,REVERTING,SHORT,69.3,5.75,0.535,1.44,11.55,500.0,-500.0,LOSS,52500.0,2019-08
2019-08-05,14:30,34,London,REVERTING,SHORT,65.8,11.7,0.525,2.2,17.57,500.0,-500.0,LOSS,52000.0,2019-08
2019-08-07,07:00,34,Asian,REVERTING,SHORT,68.2,1.01,0.535,1.67,13.36,500.0,-500.0,LOSS,51500.0,2019-08
2019-08-12,14:30,34,London,REVERTING,SHORT,67.5,18.89,0.545,1.73,13.87,500.0,-500.0,LOSS,51000.0,2019-08
2019-08-19,07:00,34,Asian,REVERTING,LONG,31.4,-20.11,0.475,1.49,11.96,500.0,-500.0,LOSS,50500.0,2019-08
2019-08-20,07:00,34,Asian,REVERTING,SHORT,66.8,17.01,0.515,1.05,8.37,500.0,4000.0,WIN,54500.0,2019-08
2019-08-22,07:30,34,Asian,REVERTING,LONG,28.4,-15.22,0.455,1.13,9.05,500.0,4000.0,WIN,58500.0,2019-08
2019-08-23,14:30,35,London,REVERTING,SHORT,78.7,34.02,0.525,2.69,21.49,500.0,-500.0,LOSS,49500.0,2019-08
2019-08-27,14:00,35,London,REVERTING,SHORT,66.6,13.83,0.505,1.64,13.15,500.0,-500.0,LOSS,49000.0,2019-08
2019-08-29,14:00,35,London,REVERTING,LONG,29.2,-30.3,0.414,2.26,18.11,500.0,-500.0,LOSS,48500.0,2019-08
2019-09-03,14:00,35,London,REVERTING,SHORT,69.5,17.68,0.556,1.96,15.65,500.0,-500.0,LOSS,48000.0,2019-09
2019-09-04,14:30,35,London,REVERTING,SHORT,67.8,19.48,0.576,1.78,14.22,500.0,4000.0,WIN,52000.0,2019-09
2019-09-05,14:30,35,London,REVERTING,LONG,33.7,-23.87,0.535,3.08,24.61,500.0,-500.0,LOSS,51500.0,2019-09
2019-09-09,20:30,35,NY_Open,REVERTING,LONG,30.7,-18.4,0.535,1.04,8.28,500.0,-500.0,LOSS,51000.0,2019-09
2019-09-12,07:30,35,Asian,REVERTING,SHORT,74.0,20.62,0.485,1.54,12.3,500.0,4000.0,WIN,55000.0,2019-09
2019-09-13,14:00,35,London,REVERTING,LONG,34.8,-15.78,0.515,2.31,18.49,500.0,-500.0,LOSS,54500.0,2019-09
2019-09-18,14:30,35,London,REVERTING,LONG,28.1,-15.64,0.525,2.28,18.26,500.0,4000.0,WIN,58500.0,2019-09
2019-09-20,14:30,36,London,REVERTING,SHORT,69.3,10.78,0.505,1.51,12.09,500.0,-500.0,LOSS,49500.0,2019-09
2019-09-25,14:00,36,London,REVERTING,LONG,20.6,-33.56,0.515,2.33,18.66,500.0,-500.0,LOSS,49000.0,2019-09
2019-09-27,07:00,36,Asian,REVERTING,LONG,32.0,-11.86,0.505,1.34,10.75,500.0,-500.0,LOSS,48500.0,2019-09
2019-09-30,07:30,36,Asian,REVERTING,LONG,33.3,-14.03,0.495,1.47,11.73,500.0,-500.0,LOSS,48000.0,2019-09
2019-10-02,14:00,36,London,REVERTING,SHORT,70.6,29.86,0.505,2.38,19.06,500.0,-500.0,LOSS,47500.0,2019-10
2019-10-07,14:00,36,London,REVERTING,LONG,30.5,-18.16,0.596,1.7,13.56,500.0,-500.0,LOSS,47000.0,2019-10
2019-10-08,07:00,36,Asian,REVERTING,SHORT,68.2,26.85,0.586,1.25,10.03,500.0,-500.0,LOSS,46500.0,2019-10
2019-10-11,07:30,36,Asian,REVERTING,LONG,29.7,-4.75,0.545,1.78,14.22,500.0,4000.0,WIN,50500.0,2019-10
2019-10-24,14:00,36,London,REVERTING,SHORT,70.7,15.2,0.515,1.41,11.31,500.0,-500.0,LOSS,50000.0,2019-10
2019-10-28,07:30,36,Asian,REVERTING,LONG,31.6,-12.62,0.364,1.06,8.47,500.0,-500.0,LOSS,49500.0,2019-10
2019-10-31,07:00,36,Asian,REVERTING,SHORT,71.3,6.06,0.556,0.95,7.59,500.0,-500.0,LOSS,49000.0,2019-10
2019-10-31,14:00,36,London,REVERTING,SHORT,65.4,2.84,0.576,1.42,11.4,500.0,-500.0,LOSS,48500.0,2019-10
2019-11-05,07:30,36,Asian,REVERTING,LONG,31.8,-6.8,0.515,1.18,9.44,500.0,-500.0,LOSS,48000.0,2019-11
2019-11-05,14:30,36,London,REVERTING,LONG,27.6,-13.67,0.465,1.68,13.41,500.0,-500.0,LOSS,47500.0,2019-11
2019-11-07,14:30,36,London,REVERTING,LONG,33.0,-18.74,0.495,2.21,17.7,500.0,-500.0,LOSS,47000.0,2019-11
2019-11-08,07:30,36,Asian,REVERTING,LONG,29.0,-0.74,0.566,1.45,11.62,500.0,-500.0,LOSS,46500.0,2019-11
2019-11-18,07:00,36,Asian,REVERTING,LONG,33.8,-10.05,0.596,0.9,7.16,500.0,-500.0,LOSS,46000.0,2019-11
2019-11-25,20:30,37,NY_Open,REVERTING,LONG,34.1,-2.7,0.515,0.61,4.89,500.0,4000.0,WIN,54000.0,2019-11
2019-12-03,07:00,37,Asian,REVERTING,SHORT,65.4,0.39,0.384,0.93,7.42,500.0,-500.0,LOSS,53500.0,2019-12
2019-12-03,14:00,37,London,REVERTING,SHORT,71.9,10.84,0.364,1.42,11.36,500.0,4000.0,WIN,57500.0,2019-12
2019-12-06,14:30,38,London,REVERTING,LONG,29.6,-8.14,0.576,1.62,12.99,500.0,4000.0,WIN,54000.0,2019-12
2019-12-11,14:30,38,London,REVERTING,SHORT,77.3,13.71,0.576,1.34,10.75,500.0,4000.0,WIN,58000.0,2019-12
2019-12-25,20:30,39,NY_Open,REVERTING,SHORT,72.5,5.94,0.515,1.0,8.01,500.0,-500.0,LOSS,49500.0,2019-12
2019-12-30,20:30,39,NY_Open,REVERTING,SHORT,72.8,9.68,0.525,0.57,4.56,500.0,-500.0,LOSS,49000.0,2019-12
2020-01-02,20:30,39,NY_Open,REVERTING,SHORT,74.9,8.77,0.535,0.79,6.32,500.0,-500.0,LOSS,48500.0,2020-01
2020-01-08,14:00,39,London,REVERTING,LONG,32.0,-52.43,0.485,3.17,25.35,500.0,-500.0,LOSS,48000.0,2020-01
2020-01-13,20:30,39,NY_Open,REVERTING,LONG,22.7,-10.33,0.434,1.01,8.08,500.0,4000.0,WIN,52000.0,2020-01
2020-01-20,20:30,39,NY_Open,REVERTING,SHORT,72.9,10.53,0.525,0.77,6.15,500.0,4000.0,WIN,56000.0,2020-01
2020-01-24,14:00,40,London,REVERTING,SHORT,65.7,19.4,0.586,1.96,15.67,500.0,-500.0,LOSS,49500.0,2020-01
2020-01-28,14:00,40,London,REVERTING,LONG,35.0,-9.5,0.465,1.38,11.0,500.0,-500.0,LOSS,49000.0,2020-01
2020-02-04,14:00,40,London,REVERTING,LONG,29.5,-14.35,0.525,1.83,14.62,500.0,4000.0,WIN,53000.0,2020-02
2020-02-14,14:00,40,London,REVERTING,SHORT,67.6,7.19,0.556,1.03,8.23,500.0,-500.0,LOSS,52500.0,2020-02
2020-02-18,14:00,40,London,REVERTING,SHORT,66.8,6.87,0.495,1.67,13.34,500.0,-500.0,LOSS,52000.0,2020-02
2020-02-20,07:00,40,Asian,REVERTING,SHORT,67.5,14.28,0.495,1.28,10.25,500.0,-500.0,LOSS,51500.0,2020-02
2020-02-21,07:30,40,Asian,REVERTING,SHORT,69.6,0.71,0.586,1.34,10.7,500.0,-500.0,LOSS,51000.0,2020-02
2020-02-24,07:00,40,Asian,REVERTING,SHORT,65.6,1.68,0.545,2.78,22.27,500.0,4000.0,WIN,55000.0,2020-02
2020-02-28,14:00,40,London,REVERTING,LONG,27.1,-61.54,0.455,5.55,44.38,500.0,4000.0,WIN,59000.0,2020-02
2020-03-03,20:30,41,NY_Open,REVERTING,SHORT,65.4,10.0,0.525,3.64,29.11,500.0,-500.0,LOSS,49500.0,2020-03
2020-03-05,07:00,41,Asian,REVERTING,SHORT,67.5,19.28,0.535,1.74,13.96,500.0,-500.0,LOSS,49000.0,2020-03
2020-03-05,14:30,41,London,REVERTING,SHORT,80.4,29.93,0.485,2.27,18.17,500.0,-500.0,LOSS,48500.0,2020-03
2020-03-11,14:30,41,London,REVERTING,LONG,32.7,-24.64,0.455,3.61,28.89,500.0,-500.0,LOSS,48000.0,2020-03
2020-03-12,07:30,41,Asian,REVERTING,LONG,29.5,-16.18,0.515,3.59,28.71,500.0,-500.0,LOSS,47500.0,2020-03
2020-03-12,14:30,41,London,REVERTING,LONG,33.1,-46.46,0.515,7.19,57.49,500.0,-500.0,LOSS,47000.0,2020-03
2020-03-13,14:00,41,London,REVERTING,LONG,33.0,-43.38,0.535,8.31,66.52,500.0,-500.0,LOSS,46500.0,2020-03
2020-03-16,07:00,41,Asian,REVERTING,LONG,29.5,-37.11,0.475,7.08,56.64,500.0,-500.0,LOSS,46000.0,2020-03
2020-03-23,07:00,42,Asian,REVERTING,SHORT,67.2,58.62,0.566,3.15,25.19,500.0,-500.0,LOSS,49500.0,2020-03
2020-03-23,14:00,42,London,REVERTING,SHORT,69.8,36.8,0.556,4.99,39.95,500.0,-500.0,LOSS,49000.0,2020-03
2020-03-23,20:30,42,NY_Open,REVERTING,SHORT,72.0,33.71,0.566,3.79,30.3,500.0,-500.0,LOSS,48500.0,2020-03
2020-03-24,14:00,42,London,REVERTING,SHORT,71.3,31.57,0.576,7.15,57.16,500.0,-500.0,LOSS,48000.0,2020-03
2020-03-31,07:00,42,Asian,REVERTING,LONG,31.7,-17.36,0.545,2.63,21.03,500.0,-500.0,LOSS,47500.0,2020-03
2020-03-31,14:30,42,London,REVERTING,LONG,29.7,-25.13,0.515,3.46,27.71,500.0,-500.0,LOSS,47000.0,2020-03
2020-04-06,07:00,42,Asian,REVERTING,SHORT,71.2,13.86,0.556,2.41,19.29,500.0,-500.0,LOSS,46500.0,2020-04
2020-04-06,14:00,42,London,REVERTING,SHORT,76.2,25.56,0.576,3.23,25.82,500.0,-500.0,LOSS,46000.0,2020-04
2020-04-13,14:00,43,London,REVERTING,SHORT,80.3,37.41,0.505,3.2,25.56,500.0,-500.0,LOSS,49500.0,2020-04
2020-04-16,07:00,43,Asian,REVERTING,SHORT,66.1,10.36,0.576,2.21,17.71,500.0,-500.0,LOSS,49000.0,2020-04
2020-04-17,07:00,43,Asian,REVERTING,LONG,32.7,-25.16,0.556,3.78,30.28,500.0,-500.0,LOSS,48500.0,2020-04
2020-04-21,07:00,43,Asian,REVERTING,LONG,33.6,-35.09,0.556,3.84,30.76,500.0,-500.0,LOSS,48000.0,2020-04
2020-04-22,14:00,43,London,REVERTING,SHORT,66.4,8.88,0.465,3.12,24.94,500.0,-500.0,LOSS,47500.0,2020-04
2020-04-23,07:00,43,Asian,REVERTING,SHORT,72.1,14.98,0.485,2.27,18.2,500.0,-500.0,LOSS,47000.0,2020-04
2020-04-30,14:00,43,London,REVERTING,LONG,30.7,-39.59,0.515,3.87,30.94,500.0,-500.0,LOSS,46500.0,2020-04
2020-05-07,14:00,43,London,REVERTING,SHORT,77.5,28.99,0.515,2.41,19.27,500.0,4000.0,WIN,50500.0,2020-05
2020-05-14,14:00,43,London,REVERTING,SHORT,65.5,7.92,0.485,2.54,20.33,500.0,-500.0,LOSS,50000.0,2020-05
2020-05-21,14:00,43,London,REVERTING,LONG,31.4,-7.82,0.556,2.44,19.54,500.0,-500.0,LOSS,49500.0,2020-05
2020-05-27,07:30,43,Asian,REVERTING,LONG,33.6,-3.74,0.525,1.56,12.47,500.0,4000.0,WIN,53500.0,2020-05
2020-05-29,07:30,43,Asian,REVERTING,SHORT,65.8,16.03,0.545,1.5,11.99,500.0,-500.0,LOSS,53000.0,2020-05
2020-06-02,14:00,43,London,REVERTING,LONG,33.0,-16.76,0.434,2.31,18.45,500.0,-500.0,LOSS,52500.0,2020-06
2020-06-03,14:00,43,London,REVERTING,LONG,29.8,-23.56,0.455,3.02,24.18,500.0,-500.0,LOSS,52000.0,2020-06
2020-06-09,07:00,43,Asian,REVERTING,SHORT,66.6,13.15,0.505,1.94,15.52,500.0,-500.0,LOSS,51500.0,2020-06
2020-06-15,07:00,43,Asian,REVERTING,LONG,33.2,-16.96,0.566,2.34,18.71,500.0,4000.0,WIN,55500.0,2020-06
2020-06-19,14:00,44,London,REVERTING,SHORT,68.4,8.32,0.525,1.94,15.5,500.0,-500.0,LOSS,49500.0,2020-06
2020-06-23,14:30,44,London,REVERTING,SHORT,66.5,11.58,0.586,1.87,14.97,500.0,-500.0,LOSS,49000.0,2020-06
2020-07-07,14:00,44,London,REVERTING,SHORT,72.8,12.65,0.444,1.69,13.52,500.0,-500.0,LOSS,48500.0,2020-07
2020-07-16,14:00,44,London,REVERTING,LONG,29.5,-10.1,0.535,1.63,13.01,500.0,4000.0,WIN,52500.0,2020-07
2020-07-20,07:30,44,Asian,REVERTING,SHORT,68.0,1.17,0.535,1.02,8.14,500.0,-500.0,LOSS,52000.0,2020-07
2020-07-21,07:00,44,Asian,REVERTING,SHORT,75.8,4.36,0.545,1.15,9.24,500.0,-500.0,LOSS,51500.0,2020-07
2020-07-21,14:30,44,London,REVERTING,SHORT,73.5,9.72,0.556,1.88,15.06,500.0,-500.0,LOSS,51000.0,2020-07
2020-07-27,07:00,44,Asian,REVERTING,SHORT,74.6,9.82,0.515,2.32,18.58,500.0,-500.0,LOSS,50500.0,2020-07
2020-08-04,14:00,44,London,REVERTING,SHORT,77.5,25.26,0.566,3.16,25.24,500.0,-500.0,LOSS,50000.0,2020-08
2020-08-11,07:00,44,Asian,REVERTING,LONG,30.4,-32.14,0.596,4.57,36.59,500.0,-500.0,LOSS,49500.0,2020-08
2020-08-11,14:00,44,London,REVERTING,LONG,19.5,-63.57,0.556,6.57,52.54,500.0,4000.0,WIN,53500.0,2020-08
2020-08-17,14:30,44,London,REVERTING,SHORT,66.3,7.21,0.596,3.25,26.04,500.0,-500.0,LOSS,53000.0,2020-08
2020-08-19,14:00,44,London,REVERTING,LONG,27.6,-34.84,0.545,5.7,45.62,500.0,-500.0,LOSS,52500.0,2020-08
2020-08-21,07:30,44,Asian,REVERTING,LONG,33.0,-46.72,0.586,3.7,29.63,500.0,4000.0,WIN,56500.0,2020-08
2020-08-26,14:00,45,London,REVERTING,SHORT,67.3,16.06,0.556,3.96,31.65,500.0,-500.0,LOSS,49500.0,2020-08
2020-08-28,07:30,45,Asian,REVERTING,SHORT,67.9,34.99,0.485,3.02,24.2,500.0,-500.0,LOSS,49000.0,2020-08
2020-09-21,07:00,45,Asian,REVERTING,LONG,27.0,-16.9,0.566,2.03,16.23,500.0,-500.0,LOSS,48500.0,2020-09
2020-09-23,14:00,45,London,REVERTING,LONG,33.8,-11.87,0.505,3.29,26.34,500.0,-500.0,LOSS,48000.0,2020-09
2020-09-28,14:30,45,London,REVERTING,SHORT,66.2,20.09,0.505,2.56,20.49,500.0,-500.0,LOSS,47500.0,2020-09
2020-10-06,20:30,45,NY_Open,REVERTING,LONG,29.4,-24.96,0.505,2.94,23.51,500.0,4000.0,WIN,51500.0,2020-10
2020-10-09,14:00,45,London,REVERTING,SHORT,65.6,1.11,0.586,2.58,20.65,500.0,4000.0,WIN,55500.0,2020-10
2020-10-13,14:30,46,London,REVERTING,LONG,33.4,-9.41,0.545,2.87,22.93,500.0,-500.0,LOSS,49500.0,2020-10
2020-10-19,07:00,46,Asian,REVERTING,SHORT,65.5,14.84,0.535,1.37,10.93,500.0,4000.0,WIN,53500.0,2020-10
2020-10-28,07:00,46,Asian,REVERTING,LONG,20.1,-34.35,0.576,1.86,14.86,500.0,-500.0,LOSS,53000.0,2020-10
2020-10-28,14:00,46,London,REVERTING,LONG,32.4,-9.66,0.535,2.72,21.79,500.0,-500.0,LOSS,52500.0,2020-10
2020-10-30,07:30,46,Asian,REVERTING,SHORT,68.2,29.37,0.434,2.19,17.49,500.0,-500.0,LOSS,52000.0,2020-10
2020-11-02,14:00,46,London,REVERTING,SHORT,65.8,10.16,0.495,1.73,13.83,500.0,-500.0,LOSS,51500.0,2020-11
2020-11-05,07:30,46,Asian,REVERTING,SHORT,72.8,3.76,0.545,2.19,17.51,500.0,-500.0,LOSS,51000.0,2020-11
2020-11-05,14:30,46,London,REVERTING,SHORT,75.6,10.82,0.535,2.98,23.81,500.0,-500.0,LOSS,50500.0,2020-11
2020-11-09,07:00,46,Asian,REVERTING,LONG,26.4,-46.07,0.475,3.73,29.86,500.0,-500.0,LOSS,50000.0,2020-11
2020-11-18,07:00,46,Asian,REVERTING,LONG,32.0,-7.74,0.505,1.97,15.78,500.0,-500.0,LOSS,49500.0,2020-11
2020-11-23,14:00,46,London,REVERTING,LONG,28.6,-26.09,0.556,2.95,23.63,500.0,-500.0,LOSS,49000.0,2020-11
2020-11-24,14:00,46,London,REVERTING,LONG,32.1,-1.27,0.475,2.18,17.41,500.0,-500.0,LOSS,48500.0,2020-11
2020-12-01,07:00,46,Asian,REVERTING,SHORT,66.6,51.92,0.556,2.14,17.15,500.0,-500.0,LOSS,48000.0,2020-12
2020-12-01,14:00,46,London,REVERTING,SHORT,67.1,21.81,0.535,2.24,17.89,500.0,-500.0,LOSS,47500.0,2020-12
2020-12-07,20:30,46,NY_Open,REVERTING,SHORT,65.1,6.69,0.586,1.39,11.11,500.0,-500.0,LOSS,47000.0,2020-12
2020-12-09,14:00,46,London,REVERTING,LONG,34.2,-20.65,0.556,3.49,27.93,500.0,-500.0,LOSS,46500.0,2020-12
2020-12-15,07:00,46,Asian,REVERTING,SHORT,68.0,2.0,0.515,1.6,12.83,500.0,-500.0,LOSS,46000.0,2020-12
2020-12-17,07:30,47,Asian,REVERTING,SHORT,66.3,21.43,0.505,2.14,17.13,500.0,-500.0,LOSS,49500.0,2020-12
2020-12-30,14:00,47,London,REVERTING,SHORT,66.6,9.13,0.515,1.69,13.48,500.0,-500.0,LOSS,49000.0,2020-12
2021-01-04,07:00,47,Asian,REVERTING,SHORT,69.1,5.73,0.485,1.98,15.85,500.0,-500.0,LOSS,48500.0,2021-01
2021-01-08,07:00,47,Asian,REVERTING,LONG,31.4,-20.89,0.515,2.91,23.28,500.0,-500.0,LOSS,48000.0,2021-01
2021-01-08,14:00,47,London,REVERTING,LONG,24.6,-48.87,0.495,5.84,46.69,500.0,-500.0,LOSS,47500.0,2021-01
2021-01-15,14:00,47,London,REVERTING,LONG,33.3,-24.17,0.596,3.03,24.24,500.0,-500.0,LOSS,47000.0,2021-01
2021-01-22,07:00,47,Asian,REVERTING,LONG,30.1,-14.54,0.576,1.96,15.7,500.0,-500.0,LOSS,46500.0,2021-01
2021-01-29,07:00,47,Asian,REVERTING,SHORT,72.2,18.46,0.495,2.48,19.8,500.0,-500.0,LOSS,46000.0,2021-01
2021-02-03,20:30,48,NY_Open,REVERTING,LONG,31.6,-12.8,0.576,1.13,9.04,500.0,-500.0,LOSS,49500.0,2021-02
2021-02-04,14:00,48,London,REVERTING,LONG,33.5,-10.23,0.485,3.06,24.46,500.0,4000.0,WIN,53500.0,2021-02
2021-02-08,07:30,48,Asian,REVERTING,SHORT,65.3,13.31,0.515,1.87,14.99,500.0,-500.0,LOSS,53000.0,2021-02
2021-02-11,14:00,48,London,REVERTING,LONG,28.4,-20.03,0.545,2.05,16.37,500.0,-500.0,LOSS,52500.0,2021-02
2021-02-11,20:30,48,NY_Open,REVERTING,LONG,32.8,-7.43,0.556,1.2,9.59,500.0,-500.0,LOSS,52000.0,2021-02
2021-02-16,07:30,48,Asian,REVERTING,LONG,30.8,-20.52,0.556,1.78,14.2,500.0,-500.0,LOSS,51500.0,2021-02
2021-02-22,14:00,48,London,REVERTING,SHORT,67.1,6.81,0.556,2.33,18.63,500.0,-500.0,LOSS,51000.0,2021-02
2021-02-26,14:00,48,London,REVERTING,LONG,33.5,-21.9,0.626,4.35,34.79,500.0,-500.0,LOSS,50500.0,2021-02
2021-03-01,20:30,48,NY_Open,REVERTING,LONG,30.5,-35.86,0.515,2.41,19.28,500.0,4000.0,WIN,54500.0,2021-03
2021-03-09,07:00,48,Asian,REVERTING,SHORT,67.5,28.37,0.455,2.01,16.09,500.0,-500.0,LOSS,54000.0,2021-03
2021-03-09,14:30,48,London,REVERTING,SHORT,65.8,3.66,0.414,2.15,17.22,500.0,-500.0,LOSS,53500.0,2021-03
2021-03-17,14:00,48,London,REVERTING,SHORT,66.4,19.28,0.525,2.46,19.66,500.0,-500.0,LOSS,53000.0,2021-03
2021-03-18,07:00,48,Asian,REVERTING,LONG,33.5,-24.38,0.515,2.41,19.31,500.0,-500.0,LOSS,52500.0,2021-03
2021-03-29,14:00,48,London,REVERTING,LONG,31.4,-12.3,0.505,2.19,17.53,500.0,-500.0,LOSS,52000.0,2021-03
2021-03-30,07:30,48,Asian,REVERTING,LONG,21.6,-9.21,0.566,1.93,15.43,500.0,-500.0,LOSS,51500.0,2021-03
2021-03-30,14:30,48,London,REVERTING,LONG,28.1,-8.07,0.556,2.09,16.7,500.0,4000.0,WIN,55500.0,2021-03
2021-03-31,14:30,49,London,REVERTING,SHORT,67.1,22.62,0.495,2.44,19.48,500.0,-500.0,LOSS,49500.0,2021-03
2021-04-01,14:00,49,London,REVERTING,SHORT,67.9,8.55,0.465,1.8,14.37,500.0,-500.0,LOSS,49000.0,2021-04
2021-04-08,07:00,49,Asian,REVERTING,SHORT,68.5,9.16,0.545,1.36,10.85,500.0,-500.0,LOSS,48500.0,2021-04
2021-04-08,14:00,49,London,REVERTING,SHORT,66.0,11.5,0.505,1.52,12.19,500.0,4000.0,WIN,52500.0,2021-04
2021-04-12,14:00,49,London,REVERTING,LONG,31.2,-6.59,0.576,1.65,13.22,500.0,-500.0,LOSS,52000.0,2021-04
2021-04-15,14:00,49,London,REVERTING,SHORT,74.2,15.55,0.485,2.17,17.33,500.0,-500.0,LOSS,51500.0,2021-04
2021-04-16,07:30,49,Asian,REVERTING,SHORT,74.0,0.5,0.485,1.6,12.83,500.0,-500.0,LOSS,51000.0,2021-04
2021-04-27,20:30,49,NY_Open,REVERTING,LONG,33.4,-6.93,0.475,0.83,6.66,500.0,-500.0,LOSS,50500.0,2021-04
2021-04-28,14:30,49,London,REVERTING,SHORT,65.5,21.2,0.485,1.89,15.1,500.0,-500.0,LOSS,50000.0,2021-04
2021-05-03,07:30,49,Asian,REVERTING,SHORT,65.2,6.48,0.495,1.47,11.79,500.0,-500.0,LOSS,49500.0,2021-05
2021-05-03,14:30,49,London,REVERTING,SHORT,68.9,5.77,0.495,1.81,14.49,500.0,4000.0,WIN,53500.0,2021-05
