date,time,cycle,session,regime,dir,rsi,beta1,sc100,sl,tp,risk,pnl,result,cycle_eq,month
2021-05-06,14:00,49,London,REVERTING,SHORT,70.3,11.74,0.576,2.31,18.52,500.0,-500.0,LOSS,53000.0,2021-05
2021-05-14,14:00,49,London,REVERTING,SHORT,67.9,9.75,0.455,1.66,13.27,500.0,-500.0,LOSS,52500.0,2021-05
2021-05-17,14:00,49,London,REVERTING,SHORT,71.7,3.87,0.495,2.04,16.35,500.0,-500.0,LOSS,52000.0,2021-05
2021-05-19,07:00,49,Asian,REVERTING,LONG,31.1,-15.37,0.535,2.03,16.27,500.0,-500.0,LOSS,51500.0,2021-05
2021-05-25,14:00,49,London,REVERTING,SHORT,68.5,18.98,0.465,1.92,15.38,500.0,-500.0,LOSS,51000.0,2021-05
2021-06-03,07:30,49,Asian,REVERTING,LONG,33.3,-19.87,0.566,1.58,12.61,500.0,-500.0,LOSS,50500.0,2021-06
2021-06-03,14:30,49,London,REVERTING,LONG,28.4,-14.15,0.535,2.29,18.3,500.0,-500.0,LOSS,50000.0,2021-06
2021-06-07,14:00,49,London,REVERTING,SHORT,72.5,16.23,0.515,1.38,11.08,500.0,-500.0,LOSS,49500.0,2021-06
2021-06-10,07:30,49,Asian,REVERTING,LONG,33.4,-11.5,0.566,1.62,12.99,500.0,4000.0,WIN,53500.0,2021-06
2021-06-11,14:00,49,London,REVERTING,LONG,32.0,-21.81,0.606,2.13,17.08,500.0,-500.0,LOSS,53000.0,2021-06
2021-06-16,14:00,49,London,REVERTING,LONG,28.3,-27.7,0.495,2.59,20.7,500.0,-500.0,LOSS,52500.0,2021-06
2021-06-16,20:30,49,NY_Open,REVERTING,LONG,29.1,-29.94,0.515,4.1,32.78,500.0,-500.0,LOSS,52000.0,2021-06
2021-06-17,07:30,49,Asian,REVERTING,LONG,20.4,-16.18,0.505,2.68,21.47,500.0,-500.0,LOSS,51500.0,2021-06
2021-06-29,07:00,49,Asian,REVERTING,LONG,34.7,-12.82,0.485,1.52,12.15,500.0,-500.0,LOSS,51000.0,2021-06
2021-07-02,07:00,49,Asian,REVERTING,SHORT,66.8,7.32,0.444,1.34,10.71,500.0,-500.0,LOSS,50500.0,2021-07
2021-07-06,07:00,49,Asian,REVERTING,SHORT,70.3,5.3,0.505,1.35,10.83,500.0,-500.0,LOSS,50000.0,2021-07
2021-07-16,07:00,49,Asian,REVERTING,LONG,32.7,-3.08,0.475,1.34,10.71,500.0,-500.0,LOSS,49500.0,2021-07
2021-07-19,07:30,49,Asian,REVERTING,LONG,33.9,-0.82,0.495,1.61,12.85,500.0,4000.0,WIN,53500.0,2021-07
2021-07-23,07:00,49,Asian,REVERTING,LONG,34.0,-21.27,0.525,1.64,13.1,500.0,-500.0,LOSS,53000.0,2021-07
2021-07-29,07:00,49,Asian,REVERTING,SHORT,73.7,13.07,0.525,1.41,11.32,500.0,-500.0,LOSS,52500.0,2021-07
2021-07-30,14:00,49,London,REVERTING,LONG,27.1,-13.35,0.596,1.81,14.5,500.0,-500.0,LOSS,52000.0,2021-07
2021-08-06,14:00,49,London,REVERTING,LONG,25.6,-21.83,0.535,2.9,23.17,500.0,-500.0,LOSS,51500.0,2021-08
2021-08-11,14:00,49,London,REVERTING,SHORT,69.0,19.9,0.556,2.33,18.65,500.0,-500.0,LOSS,51000.0,2021-08
2021-08-13,14:00,49,London,REVERTING,SHORT,79.8,15.98,0.424,1.62,12.99,500.0,-500.0,LOSS,50500.0,2021-08
2021-08-23,07:00,49,Asian,REVERTING,SHORT,66.7,7.25,0.475,1.0,8.03,500.0,-500.0,LOSS,50000.0,2021-08
2021-08-23,14:00,49,London,REVERTING,SHORT,68.4,16.1,0.455,1.86,14.9,500.0,4000.0,WIN,54000.0,2021-08
2021-08-27,14:00,49,London,REVERTING,SHORT,71.2,17.81,0.414,2.83,22.67,500.0,-500.0,LOSS,53500.0,2021-08
2021-09-03,14:00,49,London,REVERTING,SHORT,73.9,9.72,0.495,2.14,17.14,500.0,4000.0,WIN,57500.0,2021-09
2021-09-07,07:30,50,Asian,REVERTING,LONG,31.5,-6.29,0.374,1.42,11.35,500.0,-500.0,LOSS,49500.0,2021-09
2021-09-07,14:30,50,London,REVERTING,LONG,31.5,-14.9,0.414,2.23,17.86,500.0,-500.0,LOSS,49000.0,2021-09
2021-09-09,07:00,50,Asian,REVERTING,SHORT,66.4,18.65,0.535,1.01,8.05,500.0,-500.0,LOSS,48500.0,2021-09
2021-09-14,07:30,50,Asian,REVERTING,LONG,33.9,-11.27,0.515,1.16,9.3,500.0,4000.0,WIN,52500.0,2021-09
2021-09-16,07:00,50,Asian,REVERTING,LONG,25.2,-9.97,0.525,1.5,12.04,500.0,-500.0,LOSS,52000.0,2021-09
2021-09-16,14:00,50,London,REVERTING,LONG,22.0,-18.99,0.515,2.37,18.95,500.0,-500.0,LOSS,51500.0,2021-09
2021-09-28,07:00,50,Asian,REVERTING,LONG,30.3,-17.91,0.515,2.02,16.14,500.0,-500.0,LOSS,51000.0,2021-09
2021-09-30,14:00,50,London,REVERTING,SHORT,69.8,20.41,0.414,2.75,22.0,500.0,-500.0,LOSS,50500.0,2021-09
2021-10-13,07:00,50,Asian,REVERTING,SHORT,68.0,9.71,0.535,1.14,9.16,500.0,-500.0,LOSS,50000.0,2021-10
2021-10-13,14:00,50,London,REVERTING,SHORT,66.7,19.35,0.545,3.21,25.71,500.0,-500.0,LOSS,49500.0,2021-10
2021-10-15,07:00,50,Asian,REVERTING,LONG,30.8,-10.74,0.525,1.36,10.87,500.0,-500.0,LOSS,49000.0,2021-10
2021-10-15,14:00,50,London,REVERTING,LONG,28.8,-12.15,0.515,2.21,17.71,500.0,-500.0,LOSS,48500.0,2021-10
2021-10-19,07:30,50,Asian,REVERTING,SHORT,65.9,2.63,0.485,1.24,9.88,500.0,4000.0,WIN,52500.0,2021-10
2021-11-04,07:00,50,Asian,REVERTING,SHORT,65.7,22.79,0.465,1.5,11.98,500.0,-500.0,LOSS,52000.0,2021-11
2021-11-05,14:00,50,London,REVERTING,SHORT,72.8,19.21,0.545,2.77,22.13,500.0,-500.0,LOSS,51500.0,2021-11
2021-11-16,14:00,50,London,REVERTING,LONG,34.3,-18.31,0.515,2.59,20.74,500.0,-500.0,LOSS,51000.0,2021-11
2021-11-22,14:00,50,London,REVERTING,LONG,21.4,-20.04,0.495,3.32,26.52,500.0,-500.0,LOSS,50500.0,2021-11
2021-12-03,14:30,50,London,REVERTING,SHORT,65.7,4.52,0.535,2.52,20.14,500.0,-500.0,LOSS,50000.0,2021-12
2021-12-09,07:00,50,Asian,REVERTING,LONG,31.0,-3.68,0.424,1.3,10.39,500.0,-500.0,LOSS,49500.0,2021-12
2021-12-15,14:00,50,London,REVERTING,LONG,33.9,-5.23,0.556,1.99,15.94,500.0,-500.0,LOSS,49000.0,2021-12
2021-12-15,20:30,50,NY_Open,REVERTING,SHORT,65.7,17.65,0.535,2.48,19.88,500.0,-500.0,LOSS,48500.0,2021-12
2021-12-16,20:30,50,NY_Open,REVERTING,SHORT,70.4,3.27,0.545,0.92,7.39,500.0,-500.0,LOSS,48000.0,2021-12
2021-12-22,14:00,50,London,REVERTING,SHORT,69.0,9.4,0.485,1.31,10.45,500.0,-500.0,LOSS,47500.0,2021-12
2021-12-22,20:30,50,NY_Open,REVERTING,SHORT,72.1,12.18,0.485,0.81,6.46,500.0,-500.0,LOSS,47000.0,2021-12
2021-12-29,07:00,50,Asian,REVERTING,LONG,31.4,-5.23,0.525,1.1,8.84,500.0,-500.0,LOSS,46500.0,2021-12
2021-12-30,14:00,50,London,REVERTING,SHORT,68.6,13.96,0.556,1.47,11.74,500.0,-500.0,LOSS,46000.0,2021-12
2021-12-31,14:00,51,London,REVERTING,SHORT,66.6,3.75,0.566,1.49,11.91,500.0,-500.0,LOSS,49500.0,2021-12
2022-01-03,14:00,51,London,REVERTING,LONG,29.1,-16.09,0.545,1.99,15.94,500.0,-500.0,LOSS,49000.0,2022-01
2022-01-06,07:30,51,Asian,REVERTING,LONG,31.8,-15.34,0.525,2.09,16.69,500.0,-500.0,LOSS,48500.0,2022-01
2022-01-11,14:00,51,London,REVERTING,SHORT,72.1,1.34,0.586,1.59,12.75,500.0,-500.0,LOSS,48000.0,2022-01
2022-01-12,14:30,51,London,REVERTING,SHORT,67.9,5.9,0.566,1.56,12.46,500.0,4000.0,WIN,52000.0,2022-01
2022-01-19,14:00,51,London,REVERTING,SHORT,75.5,21.6,0.465,1.83,14.61,500.0,-500.0,LOSS,51500.0,2022-01
2022-01-19,20:30,51,NY_Open,REVERTING,SHORT,66.3,6.11,0.475,1.01,8.05,500.0,4000.0,WIN,55500.0,2022-01
2022-01-26,14:00,52,London,REVERTING,LONG,34.5,-9.9,0.606,2.16,17.28,500.0,-500.0,LOSS,49500.0,2022-01
2022-01-26,20:30,52,NY_Open,REVERTING,LONG,28.4,-13.56,0.636,2.22,17.75,500.0,-500.0,LOSS,49000.0,2022-01
2022-02-01,07:00,52,Asian,REVERTING,SHORT,65.0,0.04,0.576,1.03,8.27,500.0,-500.0,LOSS,48500.0,2022-02
2022-02-07,14:00,52,London,REVERTING,SHORT,69.1,7.03,0.545,1.34,10.73,500.0,-500.0,LOSS,48000.0,2022-02
2022-02-11,14:00,52,London,REVERTING,SHORT,79.4,48.7,0.576,2.68,21.48,500.0,-500.0,LOSS,47500.0,2022-02
2022-02-15,07:00,52,Asian,REVERTING,LONG,30.3,-35.06,0.465,2.51,20.05,500.0,4000.0,WIN,51500.0,2022-02
2022-02-16,14:30,52,London,REVERTING,SHORT,68.3,12.41,0.505,2.03,16.2,500.0,-500.0,LOSS,51000.0,2022-02
2022-02-17,14:00,52,London,REVERTING,SHORT,69.6,10.12,0.556,2.4,19.2,500.0,-500.0,LOSS,50500.0,2022-02
2022-02-21,20:30,52,NY_Open,REVERTING,SHORT,65.5,11.09,0.455,1.83,14.62,500.0,4000.0,WIN,54500.0,2022-02
2022-02-24,07:00,52,Asian,REVERTING,SHORT,66.3,10.14,0.505,4.26,34.07,500.0,-500.0,LOSS,54000.0,2022-02
2022-02-24,14:00,52,London,REVERTING,LONG,31.7,-78.41,0.515,6.23,49.87,500.0,-500.0,LOSS,53500.0,2022-02
2022-03-01,14:00,52,London,REVERTING,SHORT,66.9,6.77,0.545,3.54,28.35,500.0,-500.0,LOSS,53000.0,2022-03
2022-03-04,14:00,52,London,REVERTING,SHORT,72.3,9.08,0.535,2.97,23.78,500.0,-500.0,LOSS,52500.0,2022-03
2022-03-09,14:00,52,London,REVERTING,LONG,33.6,-41.04,0.455,5.66,45.25,500.0,-500.0,LOSS,52000.0,2022-03
2022-03-11,07:00,52,Asian,REVERTING,LONG,31.8,-34.07,0.505,3.47,27.75,500.0,-500.0,LOSS,51500.0,2022-03
2022-03-14,20:30,52,NY_Open,REVERTING,LONG,30.1,-13.13,0.495,2.16,17.3,500.0,-500.0,LOSS,51000.0,2022-03
2022-03-15,07:30,52,Asian,REVERTING,LONG,32.9,-10.46,0.455,3.1,24.77,500.0,-500.0,LOSS,50500.0,2022-03
2022-03-18,14:00,52,London,REVERTING,LONG,34.7,-9.92,0.465,2.84,22.69,500.0,4000.0,WIN,54500.0,2022-03
2022-03-29,07:30,52,Asian,REVERTING,LONG,30.8,-14.61,0.505,2.22,17.76,500.0,4000.0,WIN,58500.0,2022-03
2022-04-11,07:00,53,Asian,REVERTING,SHORT,65.0,2.09,0.515,1.96,15.71,500.0,-500.0,LOSS,49500.0,2022-04
2022-04-19,14:00,53,London,REVERTING,LONG,30.5,-4.49,0.495,2.93,23.4,500.0,-500.0,LOSS,49000.0,2022-04
2022-04-21,07:30,53,Asian,REVERTING,LONG,32.7,-17.58,0.576,1.88,15.01,500.0,-500.0,LOSS,48500.0,2022-04
2022-04-22,07:30,53,Asian,REVERTING,LONG,33.9,-16.39,0.545,2.1,16.78,500.0,-500.0,LOSS,48000.0,2022-04
2022-04-25,07:00,53,Asian,REVERTING,LONG,33.2,-4.29,0.556,2.6,20.81,500.0,-500.0,LOSS,47500.0,2022-04
2022-04-29,07:00,53,Asian,REVERTING,SHORT,66.5,10.02,0.535,1.71,13.69,500.0,-500.0,LOSS,47000.0,2022-04
2022-05-02,07:30,53,Asian,REVERTING,LONG,32.3,-3.93,0.586,1.81,14.49,500.0,-500.0,LOSS,46500.0,2022-05
2022-05-04,14:30,53,London,REVERTING,SHORT,70.0,26.86,0.485,3.13,25.0,500.0,-500.0,LOSS,46000.0,2022-05
2022-05-09,07:00,54,Asian,REVERTING,LONG,28.4,-17.84,0.545,2.05,16.39,500.0,-500.0,LOSS,49500.0,2022-05
2022-05-10,20:30,54,NY_Open,REVERTING,LONG,31.3,-26.44,0.616,1.78,14.21,500.0,4000.0,WIN,53500.0,2022-05
2022-05-12,14:00,54,London,REVERTING,LONG,27.3,-28.74,0.626,2.97,23.76,500.0,-500.0,LOSS,53000.0,2022-05
2022-05-19,07:00,54,Asian,REVERTING,SHORT,71.8,17.44,0.495,1.93,15.42,500.0,-500.0,LOSS,52500.0,2022-05
2022-05-23,07:30,54,Asian,REVERTING,SHORT,65.7,13.55,0.384,1.74,13.89,500.0,-500.0,LOSS,52000.0,2022-05
2022-05-30,20:30,54,NY_Open,REVERTING,LONG,33.2,-15.01,0.606,1.07,8.6,500.0,-500.0,LOSS,51500.0,2022-05
2022-05-31,20:30,54,NY_Open,REVERTING,LONG,33.2,-6.77,0.545,1.15,9.23,500.0,-500.0,LOSS,51000.0,2022-05
2022-06-02,14:00,54,London,REVERTING,SHORT,73.9,14.46,0.535,1.85,14.84,500.0,-500.0,LOSS,50500.0,2022-06
2022-06-02,20:30,54,NY_Open,REVERTING,SHORT,77.9,6.52,0.525,0.84,6.7,500.0,4000.0,WIN,54500.0,2022-06
2022-06-03,14:00,54,London,REVERTING,LONG,32.4,-13.97,0.505,2.17,17.32,500.0,-500.0,LOSS,54000.0,2022-06
2022-06-06,14:30,54,London,REVERTING,LONG,29.1,-12.11,0.515,1.58,12.6,500.0,-500.0,LOSS,53500.0,2022-06
2022-06-10,07:30,54,Asian,REVERTING,LONG,27.4,-10.64,0.465,1.34,10.68,500.0,4000.0,WIN,57500.0,2022-06
2022-06-10,14:30,55,London,REVERTING,SHORT,70.0,32.38,0.444,4.24,33.94,500.0,4000.0,WIN,54000.0,2022-06
2022-06-13,14:30,55,London,REVERTING,LONG,28.4,-20.28,0.394,2.83,22.65,500.0,-500.0,LOSS,53500.0,2022-06
2022-06-14,14:00,55,London,REVERTING,LONG,33.6,-2.23,0.434,2.01,16.04,500.0,-500.0,LOSS,53000.0,2022-06
2022-06-15,07:00,55,Asian,REVERTING,SHORT,71.0,29.47,0.455,1.98,15.83,500.0,-500.0,LOSS,52500.0,2022-06
2022-06-16,14:00,55,London,REVERTING,SHORT,66.3,8.75,0.465,2.91,23.28,500.0,4000.0,WIN,56500.0,2022-06
2022-06-30,07:00,56,Asian,REVERTING,LONG,35.0,-12.37,0.525,1.29,10.34,500.0,-500.0,LOSS,49500.0,2022-06
2022-07-01,07:00,56,Asian,REVERTING,LONG,27.8,-8.02,0.515,1.7,13.59,500.0,-500.0,LOSS,49000.0,2022-07
2022-07-05,07:00,56,Asian,REVERTING,LONG,34.1,-7.8,0.505,1.38,11.02,500.0,-500.0,LOSS,48500.0,2022-07
2022-07-05,14:30,56,London,REVERTING,LONG,24.4,-29.85,0.475,3.24,25.95,500.0,-500.0,LOSS,48000.0,2022-07
2022-07-06,14:00,56,London,REVERTING,LONG,26.8,-24.32,0.455,3.17,25.39,500.0,-500.0,LOSS,47500.0,2022-07
2022-07-20,20:30,56,NY_Open,REVERTING,LONG,33.5,-8.76,0.545,1.12,8.99,500.0,-500.0,LOSS,47000.0,2022-07
2022-07-21,14:00,56,London,REVERTING,SHORT,65.1,39.29,0.545,3.66,29.29,500.0,-500.0,LOSS,46500.0,2022-07
2022-07-27,14:30,56,London,REVERTING,SHORT,71.3,22.01,0.485,2.39,19.12,500.0,-500.0,LOSS,46000.0,2022-07
2022-08-01,20:30,57,NY_Open,REVERTING,SHORT,68.3,10.69,0.505,1.16,9.26,500.0,4000.0,WIN,54000.0,2022-08
2022-08-04,07:00,57,Asian,REVERTING,SHORT,70.7,17.63,0.485,1.52,12.14,500.0,-500.0,LOSS,53500.0,2022-08
2022-08-04,14:00,57,London,REVERTING,SHORT,71.5,7.22,0.455,2.21,17.65,500.0,4000.0,WIN,57500.0,2022-08
2022-08-15,07:00,58,Asian,REVERTING,LONG,26.9,-29.96,0.535,1.55,12.41,500.0,-500.0,LOSS,49500.0,2022-08
2022-08-17,07:00,58,Asian,REVERTING,LONG,34.4,-10.51,0.525,1.31,10.46,500.0,-500.0,LOSS,49000.0,2022-08
2022-08-18,20:30,58,NY_Open,REVERTING,LONG,34.5,-11.28,0.444,0.85,6.78,500.0,-500.0,LOSS,48500.0,2022-08
2022-08-22,07:00,58,Asian,REVERTING,LONG,32.8,-4.79,0.424,1.46,11.66,500.0,-500.0,LOSS,48000.0,2022-08
2022-08-25,07:00,58,Asian,REVERTING,SHORT,69.0,12.26,0.525,1.27,10.15,500.0,-500.0,LOSS,47500.0,2022-08
2022-08-26,07:00,58,Asian,REVERTING,LONG,31.9,-4.61,0.434,1.2,9.57,500.0,-500.0,LOSS,47000.0,2022-08
2022-08-26,14:30,58,London,REVERTING,LONG,34.4,-8.67,0.475,2.53,20.24,500.0,-500.0,LOSS,46500.0,2022-08
2022-08-31,20:30,58,NY_Open,REVERTING,LONG,31.5,-6.9,0.485,1.23,9.86,500.0,-500.0,LOSS,46000.0,2022-08
2022-09-05,20:30,59,NY_Open,REVERTING,SHORT,71.7,14.01,0.495,1.1,8.82,500.0,4000.0,WIN,54000.0,2022-09
2022-09-06,14:00,59,London,REVERTING,LONG,32.5,-17.53,0.505,1.9,15.21,500.0,-500.0,LOSS,53500.0,2022-09
2022-09-08,07:00,59,Asian,REVERTING,SHORT,68.0,1.68,0.505,1.37,10.99,500.0,-500.0,LOSS,53000.0,2022-09
2022-09-09,07:00,59,Asian,REVERTING,SHORT,67.0,20.71,0.485,1.55,12.38,500.0,4000.0,WIN,57000.0,2022-09
2022-09-12,07:30,60,Asian,REVERTING,SHORT,66.3,26.78,0.475,1.68,13.44,500.0,-500.0,LOSS,49500.0,2022-09
2022-09-13,20:30,60,NY_Open,REVERTING,LONG,34.6,-6.38,0.475,1.08,8.66,500.0,-500.0,LOSS,49000.0,2022-09
2022-09-15,14:00,60,London,REVERTING,LONG,31.9,-13.45,0.545,3.33,26.66,500.0,-500.0,LOSS,48500.0,2022-09
2022-09-21,14:30,60,London,REVERTING,SHORT,67.7,19.56,0.606,2.67,21.38,500.0,4000.0,WIN,52500.0,2022-09
2022-09-23,07:00,60,Asian,REVERTING,LONG,30.4,-27.87,0.434,2.42,19.33,500.0,-500.0,LOSS,52000.0,2022-09
2022-09-23,14:30,60,London,REVERTING,LONG,33.8,-13.92,0.485,2.48,19.86,500.0,-500.0,LOSS,51500.0,2022-09
2022-09-26,14:00,60,London,REVERTING,LONG,31.8,-15.93,0.465,2.43,19.43,500.0,4000.0,WIN,55500.0,2022-09
2022-09-28,14:30,61,London,REVERTING,SHORT,72.4,37.49,0.495,3.1,24.84,500.0,-500.0,LOSS,49500.0,2022-09
2022-10-03,14:00,61,London,REVERTING,SHORT,76.9,36.95,0.505,2.96,23.7,500.0,-500.0,LOSS,49000.0,2022-10
2022-10-03,20:30,61,NY_Open,REVERTING,SHORT,68.7,13.71,0.515,1.43,11.41,500.0,-500.0,LOSS,48500.0,2022-10
2022-10-04,14:00,61,London,REVERTING,SHORT,67.2,3.1,0.566,2.66,21.31,500.0,4000.0,WIN,52500.0,2022-10
2022-10-10,14:30,61,London,REVERTING,LONG,32.5,-0.03,0.606,1.96,15.71,500.0,-500.0,LOSS,52000.0,2022-10
2022-10-14,14:30,61,London,REVERTING,LONG,34.8,-17.74,0.475,2.83,22.64,500.0,-500.0,LOSS,51500.0,2022-10
2022-10-19,14:30,61,London,REVERTING,LONG,34.1,-10.55,0.545,1.8,14.42,500.0,-500.0,LOSS,51000.0,2022-10
2022-10-21,14:00,61,London,REVERTING,SHORT,68.9,43.91,0.556,3.6,28.76,500.0,-500.0,LOSS,50500.0,2022-10
2022-10-26,07:00,61,Asian,REVERTING,SHORT,67.4,3.61,0.515,1.75,14.03,500.0,4000.0,WIN,54500.0,2022-10
2022-10-28,14:00,61,London,REVERTING,LONG,34.5,-13.5,0.535,2.32,18.57,500.0,-500.0,LOSS,54000.0,2022-10
2022-11-01,07:00,61,Asian,REVERTING,SHORT,69.3,20.12,0.525,1.81,14.5,500.0,-500.0,LOSS,53500.0,2022-11
2022-11-03,07:30,61,Asian,REVERTING,LONG,32.9,-5.38,0.525,2.06,16.49,500.0,4000.0,WIN,57500.0,2022-11
2022-11-04,07:30,62,Asian,REVERTING,SHORT,71.6,14.27,0.485,2.36,18.84,500.0,-500.0,LOSS,49500.0,2022-11
2022-11-04,14:30,62,London,REVERTING,SHORT,79.4,16.93,0.485,2.1,16.77,500.0,-500.0,LOSS,49000.0,2022-11
2022-11-08,14:30,62,London,REVERTING,SHORT,73.9,39.74,0.525,3.16,25.29,500.0,-500.0,LOSS,48500.0,2022-11
2022-11-10,14:30,62,London,REVERTING,SHORT,79.4,43.47,0.606,3.19,25.49,500.0,-500.0,LOSS,48000.0,2022-11
2022-11-18,14:30,62,London,REVERTING,LONG,34.6,-16.43,0.525,1.95,15.61,500.0,-500.0,LOSS,47500.0,2022-11
2022-11-23,14:30,62,London,REVERTING,SHORT,65.1,16.06,0.475,2.44,19.51,500.0,-500.0,LOSS,47000.0,2022-11
2022-11-28,14:00,62,London,REVERTING,LONG,33.1,-18.03,0.495,1.93,15.43,500.0,4000.0,WIN,51000.0,2022-11
2022-12-05,14:00,62,London,REVERTING,LONG,21.8,-35.88,0.525,2.25,18.03,500.0,4000.0,WIN,55000.0,2022-12
2022-12-07,14:30,62,London,REVERTING,SHORT,68.9,15.73,0.475,2.19,17.5,500.0,-500.0,LOSS,54500.0,2022-12
2022-12-09,07:00,62,Asian,REVERTING,SHORT,67.1,3.23,0.485,1.33,10.64,500.0,4000.0,WIN,58500.0,2022-12
2022-12-12,14:00,63,London,REVERTING,LONG,32.3,-1.84,0.545,1.68,13.45,500.0,4000.0,WIN,54000.0,2022-12
2022-12-15,07:00,63,Asian,REVERTING,LONG,30.9,-13.87,0.485,2.16,17.26,500.0,-500.0,LOSS,53500.0,2022-12
2022-12-20,07:00,63,Asian,REVERTING,SHORT,66.6,22.54,0.515,1.82,14.58,500.0,-500.0,LOSS,53000.0,2022-12
2022-12-20,14:30,63,London,REVERTING,SHORT,68.1,14.96,0.485,2.13,17.04,500.0,4000.0,WIN,57000.0,2022-12
2022-12-22,14:30,64,London,REVERTING,LONG,26.8,-22.69,0.495,2.18,17.42,500.0,4000.0,WIN,54000.0,2022-12
2023-01-06,14:00,64,London,REVERTING,SHORT,69.6,24.03,0.596,3.23,25.88,500.0,-500.0,LOSS,53500.0,2023-01
2023-01-12,07:00,64,Asian,REVERTING,SHORT,65.5,16.92,0.545,1.13,9.04,500.0,-500.0,LOSS,53000.0,2023-01
2023-01-13,14:00,64,London,REVERTING,SHORT,71.4,14.91,0.495,2.21,17.69,500.0,-500.0,LOSS,52500.0,2023-01
2023-01-19,14:00,64,London,REVERTING,SHORT,70.3,13.53,0.424,2.32,18.54,500.0,-500.0,LOSS,52000.0,2023-01
2023-01-31,07:00,64,Asian,REVERTING,LONG,27.1,-18.96,0.505,1.79,14.34,500.0,4000.0,WIN,56000.0,2023-01
2023-02-01,14:30,65,London,REVERTING,SHORT,68.2,21.59,0.586,3.01,24.04,500.0,-500.0,LOSS,49500.0,2023-02
2023-02-02,14:00,65,London,REVERTING,LONG,31.1,-59.92,0.576,3.44,27.49,500.0,-500.0,LOSS,49000.0,2023-02
2023-02-03,14:30,65,London,REVERTING,LONG,22.9,-37.48,0.556,4.0,32.03,500.0,-500.0,LOSS,48500.0,2023-02
2023-02-15,07:00,65,Asian,REVERTING,LONG,32.8,-4.73,0.465,1.73,13.85,500.0,-500.0,LOSS,48000.0,2023-02
2023-02-17,14:00,65,London,REVERTING,SHORT,66.8,26.42,0.566,2.03,16.27,500.0,-500.0,LOSS,47500.0,2023-02
2023-02-24,07:00,65,Asian,REVERTING,LONG,32.0,-7.7,0.515,1.3,10.44,500.0,-500.0,LOSS,47000.0,2023-02
2023-02-24,14:00,65,London,REVERTING,LONG,29.1,-10.07,0.495,1.7,13.59,500.0,4000.0,WIN,51000.0,2023-02
2023-02-28,14:30,65,London,REVERTING,SHORT,68.3,8.55,0.535,1.92,15.33,500.0,-500.0,LOSS,50500.0,2023-02
2023-03-03,07:00,65,Asian,REVERTING,SHORT,66.6,10.67,0.545,1.04,8.33,500.0,-500.0,LOSS,50000.0,2023-03
2023-03-07,07:30,65,Asian,REVERTING,LONG,34.8,-8.01,0.515,1.2,9.59,500.0,-500.0,LOSS,49500.0,2023-03
2023-03-09,14:00,65,London,REVERTING,SHORT,65.9,14.93,0.556,1.79,14.33,500.0,-500.0,LOSS,49000.0,2023-03
2023-03-15,07:00,65,Asian,REVERTING,SHORT,65.9,22.72,0.444,2.55,20.39,500.0,-500.0,LOSS,48500.0,2023-03
2023-03-21,14:00,65,London,REVERTING,LONG,26.2,-48.5,0.515,2.65,21.16,500.0,4000.0,WIN,52500.0,2023-03
2023-04-03,14:00,65,London,REVERTING,SHORT,65.2,33.68,0.475,2.24,17.92,500.0,-500.0,LOSS,52000.0,2023-04
2023-04-13,14:00,65,London,REVERTING,SHORT,66.7,20.16,0.525,2.39,19.1,500.0,-500.0,LOSS,51500.0,2023-04
2023-04-14,14:00,65,London,REVERTING,LONG,32.7,-50.79,0.515,3.4,27.18,500.0,-500.0,LOSS,51000.0,2023-04
2023-04-21,14:00,65,London,REVERTING,LONG,32.5,-24.2,0.586,2.58,20.68,500.0,4000.0,WIN,55000.0,2023-04
2023-04-25,07:30,65,Asian,REVERTING,LONG,34.0,-21.51,0.586,1.89,15.11,500.0,4000.0,WIN,59000.0,2023-04
2023-05-02,14:00,66,London,REVERTING,SHORT,75.2,28.64,0.545,2.35,18.79,500.0,-500.0,LOSS,49500.0,2023-05
2023-05-03,20:30,66,NY_Open,REVERTING,SHORT,79.0,6.33,0.515,4.58,36.67,500.0,4000.0,WIN,53500.0,2023-05
2023-05-16,20:30,66,NY_Open,REVERTING,LONG,33.4,-10.88,0.596,1.54,12.3,500.0,-500.0,LOSS,53000.0,2023-05
2023-05-18,14:00,66,London,REVERTING,LONG,25.1,-16.09,0.525,1.7,13.62,500.0,-500.0,LOSS,52500.0,2023-05
2023-05-18,20:30,66,NY_Open,REVERTING,LONG,28.8,-9.29,0.495,1.29,10.34,500.0,4000.0,WIN,56500.0,2023-05
2023-05-30,07:00,67,Asian,REVERTING,SHORT,66.4,11.32,0.424,1.99,15.91,500.0,-500.0,LOSS,49500.0,2023-05
2023-06-07,14:00,67,London,REVERTING,LONG,30.3,-22.39,0.515,1.83,14.61,500.0,4000.0,WIN,53500.0,2023-06
2023-06-22,14:00,67,London,REVERTING,LONG,28.5,-12.07,0.465,1.75,14.0,500.0,-500.0,LOSS,53000.0,2023-06
2023-06-28,07:30,67,Asian,REVERTING,LONG,32.8,-1.02,0.616,1.15,9.24,500.0,4000.0,WIN,57000.0,2023-06
2023-06-30,14:30,68,London,REVERTING,SHORT,65.6,9.14,0.535,1.54,12.31,500.0,-500.0,LOSS,49500.0,2023-06
2023-07-12,20:30,68,NY_Open,REVERTING,SHORT,71.4,12.31,0.485,2.15,17.22,500.0,-500.0,LOSS,49000.0,2023-07
